network,station,latitude,longitude,elevation_m,basin_name,huc_code,huc_name,start_date,end_date
UW,FL2,46.19622,-122.35149,1378.0,Cowlitz,17080005,Lower Cowlitz,1984-08-03T00:00:00.000000Z,
UW,FLT,46.189079,-122.35746,1387.0,,,,1980-12-01T00:00:00.000000Z,1984-08-03T23:59:59.000000Z
UW,FMW,46.941914,-121.671465,1897.0,Puyallup,17110014,Puyallup,1972-08-31T00:00:00.000000Z,
UW,FOR,45.97039,-121.759529,1152.0,,,,1985-07-01T00:00:00.000000Z,1986-08-18T23:59:59.000000Z
UW,FORK,47.9475,-124.5662,44.9,,,,2009-11-18T00:00:00.000000Z,
UW,FPW,47.969021,-120.214111,352.0,,,,1975-07-01T00:00:00.000000Z,1985-05-23T23:59:59.000000Z
UW,GHW,47.041489,-122.273727,261.1,Nisqually,17110015,Nisqually,1975-08-13T00:00:00.000000Z,
UW,GIGA,46.80299,-124.07024,98.7,,,,2022-12-11T00:00:00.000000Z,
UW,GL2,45.959572,-120.824089,1000.0,,,,1973-01-01T00:00:00.000000Z,2012-06-10T00:00:00.000000Z
UW,GLD,45.836788,-120.81395,610.0,,,,1977-11-15T00:00:00.000000Z,1983-04-25T23:59:59.000000Z
UW,GLDO,45.838779,-120.814789,641.0,,,,2011-08-05T00:00:00.000000Z,2019-11-08T00:00:00.000000Z
UW,GLK,46.557499,-121.610733,1305.0,Cowlitz,17080004,Upper Cowlitz,1973-01-01T00:00:00.000000Z,2017-12-07T00:00:00.000000Z
UW,GMW,47.5488,-122.78546,520.0,,,,1970-02-01T00:00:00.000000Z,
UW,GNW,47.56413,-122.82498,220.0,,,,1995-03-01T00:00:00.000000Z,
UW,GOA,46.197189,-122.185097,1900.0,Cowlitz,17080005,Lower Cowlitz,1981-07-01T00:00:00.000000Z,1981-09-30T23:59:59.000000Z
UW,GOLDN,45.83295,-120.84539,512.0,,,,2023-11-09T00:00:00.000000Z,
UW,GORGE,45.72,-121.45006,583.1,,,,2023-12-08T00:00:00.000000Z,
UW,GPS,47.654209,-122.30938,30.0,Lake Washington,17110012,Lake Washington,1995-01-01T00:00:00.000000Z,2003-01-01T00:00:00.000000Z
UW,GPW,48.1177,-121.13802,2354.0,,,,2001-09-01T00:00:00.000000Z,
UW,GRCC,47.31237,-122.180283,134.0,Duwamish,17110013,Duwamish,2004-09-21T00:00:00.000000Z,2011-07-29T00:00:00.000000Z
UW,GRE,47.67223,-122.336511,41.0,Lake Washington,17110012,Lake Washington,2017-09-29T00:00:00.000000Z,
UW,GRIF,47.14963,-122.94619,35.3,,,,2020-06-18T00:00:00.000000Z,
UW,GRIZZ,46.98362,-123.90902,17.4,,,,2021-07-16T00:00:00.000000Z,
UW,GRL,46.81403,-121.328072,1287.0,,,,1995-10-01T00:00:00.000000Z,1996-07-18T23:59:59.000000Z
UW,GRNT,48.08761,-121.96209,129.1,Snohomish,17110011,Snohomish,2021-08-26T00:00:00.000000Z,
UW,GSM,47.20388,-121.796043,1324.7,Duwamish,17110013,Duwamish,1970-06-01T00:00:00.000000Z,
UW,GTWN,47.551212,-122.322007,6.5,Duwamish,17110013,Duwamish,2004-08-18T00:00:00.000000Z,
UW,GUEM,48.54667,-122.63014,52.5,,,,2021-04-23T00:00:00.000000Z,
UW,GUL,45.924011,-121.596748,1189.0,,,,1986-07-31T00:00:00.000000Z,2017-07-27T00:00:00.000000Z
UW,HANS,47.90736,-122.56941,77.5,,,,2021-05-14T00:00:00.000000Z,
UW,HART,47.583765,-122.350098,2.0,,,,2005-02-09T00:00:00.000000Z,
UW,HAWK,47.18207,-122.40545,127.6,Puyallup,17110014,Puyallup,2022-01-17T00:00:00.000000Z,
UW,HAZEL,45.74401,-122.71594,54.2,,,,2022-07-19T00:00:00.000000Z,
UW,HDW,47.64903,-123.0535,987.4,,,,1979-10-15T00:00:00.000000Z,
UW,HERD,47.22757,-123.6531,178.1,,,,2022-05-08T00:00:00.000000Z,
UW,HFMN,48.8846,-122.70077,67.6,,,,2020-11-20T00:00:00.000000Z,
UW,HICC,47.38998,-122.29918,116.0,,,,2001-06-27T00:00:00.000000Z,2025-01-28T22:00:01.000000Z
UW,HICC,47.38924,-122.30084,105.0,,,,2025-01-28T22:00:02.000000Z,
UW,HILL,48.38806,-122.44702,38.1,Skagit,17110007,Lower Skagit,2020-08-27T00:00:00.000000Z,
UW,HOHM,47.76627,-124.30569,44.4,,,,2019-12-31T00:00:00.000000Z,
UW,HOLY,47.5654,-122.3836,106.0,,,,2000-06-26T00:00:00.000000Z,
UW,HOMA,47.3577,-122.03033,167.96,Duwamish,17110013,Duwamish,2020-02-14T00:00:00.000000Z,
UW,HOPR,47.9229,-120.8943,596.8,,,,2019-06-29T00:00:00.000000Z,
UW,HOQUI,47.08075,-123.9566,101.0,,,,2021-07-15T00:00:00.000000Z,
UW,HSR,46.17428,-122.18065,1720.0,,,,1985-08-12T00:00:00.000000Z,
UW,HTW,47.80377,-121.76887,833.0,Skykomish,17110009,Skykomish,1975-06-01T00:00:00.000000Z,
UW,HUBA,45.630675,-122.65259,45.0,,,,2002-09-12T00:00:00.000000Z,
UW,HURR,47.97035,-123.49871,1605.0,,,,2017-05-10T00:00:00.000000Z,
UW,HWK1,47.595886,-122.330132,11.0,,,,2014-01-07T00:00:00.000000Z,2017-01-24T00:00:00.000000Z
UW,HWK2,47.594742,-122.332825,20.7,,,,2014-01-07T00:00:00.000000Z,2017-01-24T00:00:00.000000Z
UW,HWK3,47.594772,-122.33046,20.7,,,,2014-01-15T00:00:00.000000Z,2017-01-24T00:00:00.000000Z
UW,HWK4,47.595703,-122.332825,20.7,,,,2017-01-05T00:00:00.000000Z,2017-01-24T00:00:00.000000Z
UW,HWK5,47.595745,-122.330688,20.7,,,,2017-01-05T00:00:00.000000Z,2017-01-24T00:00:00.000000Z
UW,HWK6,47.59626,-122.331902,72.1,,,,2017-01-05T00:00:00.000000Z,2017-01-24T00:00:00.000000Z
UW,INGAL,46.72087,-123.18199,158.6,,,,2022-07-23T14:00:00.000000Z,
UW,JCW,48.195332,-121.92746,792.0,Stillaguamish,17110008,Stillaguamish,1971-02-01T00:00:00.000000Z,
UW,JLF,46.1465,-122.154213,1049.0,,,,1980-03-01T00:00:00.000000Z,1980-05-18T23:59:59.000000Z
UW,JUN,46.14706,-122.152428,1049.0,,,,1980-05-08T00:00:00.000000Z,
UW,KALA,47.56572,-124.33714,118.8,,,,2023-09-15T00:00:00.000000Z,
UW,KCAM,47.5442,-122.31848,6.0,Duwamish,17110013,Duwamish,2004-06-22T00:00:00.000000Z,
UW,KDK,47.59503,-122.33353,4.2,,,,2001-09-27T00:00:00.000000Z,
UW,KEEL,45.55006,-122.89632,69.4,,,,1999-08-25T00:00:00.000000Z,
UW,KELS,46.11569,-122.89293,3.83,Cowlitz,17080005,Lower Cowlitz,2019-12-31T00:00:00.000000Z,
UW,KEYP,47.24074,-122.77242,71.7,,,,2018-11-20T00:00:00.000000Z,
UW,KEYS,47.36994,-122.76456,70.1,,,,2020-02-14T00:00:00.000000Z,
UW,KICC,47.577,-122.63246,18.4,,,,2001-08-30T00:00:00.000000Z,2006-12-07T00:00:00.000000Z
UW,KIMB,47.5748,-122.3028,69.0,Lake Washington,17110012,Lake Washington,2000-08-03T00:00:00.000000Z,2021-05-13T19:00:00.000000Z
UW,KIMR,47.502669,-122.768563,121.81,,,,2000-08-16T00:00:00.000000Z,
UW,KINR,47.752022,-122.644035,8.36,,,,2000-08-15T00:00:00.000000Z,
UW,KIT,46.620281,-120.356941,1000.0,,,,1984-08-14T00:00:00.000000Z,1984-10-11T00:00:00.000000Z
UW,KITP,47.675201,-122.629745,49.0,,,,2000-08-31T00:00:00.000000Z,
UW,KMO,45.63533,-123.49073,975.0,,,,1982-09-30T00:00:00.000000Z,2019-02-09T00:00:00.000000Z
UW,KNEL,47.38052,-122.25193,14.0,Duwamish,17110013,Duwamish,2004-08-11T00:00:00.000000Z,
UW,KNGST,47.80272,-122.51469,18.6,,,,2022-02-02T00:00:00.000000Z,
UW,KNJH,47.38472,-122.228333,14.0,Duwamish,17110013,Duwamish,2001-07-01T00:00:00.000000Z,2007-04-04T00:00:00.000000Z
UW,KOS,46.462799,-122.196022,610.0,Cowlitz,17080005,Lower Cowlitz,1981-05-07T00:00:00.000000Z,2019-09-05T00:00:00.000000Z
UW,KREP,45.8852,-121.4597,472.0,,,,2017-08-31T00:00:00.000000Z,
UW,KTSAP,47.5184,-122.93874,166.9,,,,2022-10-12T00:00:00.000000Z,
UW,LACKA,46.85162,-122.48621,157.2,Nisqually,17110015,Nisqually,2021-11-18T00:00:00.000000Z,
UW,LARL,48.85949,-122.48445,26.8,Nooksack,17110004,Nooksack,2021-01-13T00:00:00.000000Z,
UW,LAWT,47.65694,-122.39062,49.0,Lake Washington,17110012,Lake Washington,2000-08-08T00:00:00.000000Z,
UW,LAYC,47.03651,-122.81606,57.1,,,,2020-06-09T00:00:00.000000Z,2024-11-08T00:00:00.000000Z
UW,LCMC,47.44486,-123.18743,744.0,,,,2019-05-09T00:00:00.000000Z,
UW,LCW,46.67049,-122.702011,396.0,,,,1992-03-01T00:00:00.000000Z,2018-10-10T00:00:00.000000Z
UW,LCW2,46.66293,-122.6973,328.9,,,,2018-10-12T00:00:00.000000Z,
UW,LEBA,46.545898,-123.563202,78.6,,,,2009-01-08T00:00:00.000000Z,
UW,LEID,46.82942,-123.46506,534.8,,,,2021-04-03T22:15:00.000000Z,
UW,LEOT,47.76718,-122.117,113.0,Lake Washington,17110012,Lake Washington,2000-07-10T00:00:00.000000Z,
UW,LEVE,45.5893,-122.6434,7.56,,,,2017-10-04T00:00:00.000000Z,
UW,LION,47.34241,-122.17185,157.8,Duwamish,17110013,Duwamish,2022-04-11T00:00:00.000000Z,
UW,LKCAV,48.30965,-121.98741,316.2,Stillaguamish,17110008,Stillaguamish,2024-12-02T00:00:00.000000Z,
UW,LMW,46.667831,-122.292549,1195.0,Cowlitz,17080005,Lower Cowlitz,1975-06-01T00:00:00.000000Z,2012-10-20T00:00:00.000000Z
UW,LO2,46.7506,-121.8096,853.0,Nisqually,17110015,Nisqually,1980-01-01T00:00:00.000000Z,
UW,LOKMT,47.14963,-120.7894,824.1,,,,2021-06-27T00:00:00.000000Z,
UW,LON,46.750599,-121.809601,853.0,Nisqually,17110015,Nisqually,1964-03-30T00:00:00.000000Z,
UW,LOPEZ,48.43658,-122.88702,10.5,,,,2021-10-20T00:00:00.000000Z,
UW,LRIV,48.0575,-123.504,293.8,,,,2009-08-27T00:00:00.000000Z,
UW,LTY,47.25451,-120.66636,807.0,,,,1993-04-15T00:00:00.000000Z,
UW,LUMI,48.7201,-122.7063,19.4,,,,2018-04-19T00:00:00.000000Z,
UW,LVP,46.065948,-122.401932,1130.0,,,,1980-04-01T00:00:00.000000Z,
UW,LWCK,46.2778,-124.0536,60.4,,,,2015-01-29T00:00:00.000000Z,
UW,LYNC,47.82555,-122.29384,132.0,Lake Washington,17110012,Lake Washington,2005-02-08T00:00:00.000000Z,
UW,LYND,48.95967,-122.41767,36.0,Nooksack,17110004,Nooksack,2021-08-04T00:00:00.000000Z,
UW,LYW,48.535172,-122.102928,107.0,Skagit,17110007,Lower Skagit,1975-04-18T00:00:00.000000Z,1985-09-30T00:00:00.000000Z
UW,MAC,47.2467,-122.5318,112.5,,,,2018-06-25T00:00:00.000000Z,
UW,MACH,47.994614,-122.031196,44.6,Snohomish,17110011,Snohomish,2020-09-18T00:00:00.000000Z,
UW,MANO,46.951105,-120.724695,1200.0,,,,2017-09-28T00:00:00.000000Z,
UW,MAPLE,47.29191,-122.67061,13.0,,,,2023-02-15T00:00:00.000000Z,
UW,MARY,47.66195,-122.12142,13.0,Lake Washington,17110012,Lake Washington,2001-05-10T00:00:00.000000Z,
UW,MAS,46.144562,-121.593063,1370.0,,,,1980-12-01T00:00:00.000000Z,1982-10-31T23:59:59.000000Z
UW,MB2,48.78384,-121.900932,1676.0,Nooksack,17110004,Nooksack,1985-09-24T00:00:00.000000Z,1989-06-30T00:00:00.000000Z
UW,MBKE,48.916377,-122.14175,135.0,Nooksack,17110004,Nooksack,2001-07-01T00:00:00.000000Z,
UW,MBPA,47.89835,-121.89018,186.0,Skykomish,17110009,Skykomish,1998-07-20T00:00:00.000000Z,
UW,MBW,48.7838,-121.9009,1676.0,Nooksack,17110004,Nooksack,1972-09-11T00:00:00.000000Z,2023-12-22T00:00:00.000000Z
UW,MBW2,48.800754,-121.920067,1590.6,Nooksack,17110004,Nooksack,2023-07-14T00:00:00.000000Z,
UW,MCLN,47.05078,-123.13765,131.88,,,,2020-02-14T00:00:00.000000Z,
UW,MCW,48.679,-122.8326,693.0,,,,1972-11-01T00:00:00.000000Z,
UW,MEAN,47.622593,-122.305412,110.0,Lake Washington,17110012,Lake Washington,2002-09-19T00:00:00.000000Z,2016-07-07T00:00:00.000000Z
UW,MEGW,46.26609,-123.87709,351.0,,,,2001-10-01T00:00:00.000000Z,
UW,MEW,47.201759,-122.647072,97.0,,,,1985-03-01T00:00:00.000000Z,2014-04-23T00:00:00.000000Z
UW,MEW,47.20184,-122.6473,100.5,,,,2022-12-02T00:00:00.000000Z,
UW,MHL,46.88221,-122.065231,1215.0,Puyallup,17110014,Puyallup,1995-08-02T00:00:00.000000Z,1995-10-31T23:59:59.000000Z
UW,MJO1,48.582323,-121.938001,757.1,Skagit,17110007,Lower Skagit,2021-09-01T00:00:00.000000Z,2021-12-03T23:00:00.000000Z
UW,MKAH,48.3707,-124.5891,18.0,,,,2015-09-03T00:00:00.000000Z,
UW,MNRL,46.65127,-122.33041,1225.0,Cowlitz,17080005,Lower Cowlitz,2025-08-07T00:00:00.000000Z,
UW,MNRO,47.84899,-121.98347,17.1,Skykomish,17110009,Skykomish,2021-10-26T00:00:00.000000Z,
UW,MNSN,47.89997,-120.14142,377.0,,,,2020-11-20T00:00:00.000000Z,
UW,MNWA,47.565029,-122.53417,7.8,,,,2007-07-11T00:00:00.000000Z,
UW,MOLE,47.65439,-122.30937,38.2,Lake Washington,17110012,Lake Washington,2015-04-24T00:00:00.000000Z,2018-01-31T00:00:00.000000Z
UW,MONTE,47.02411,-123.57511,168.1,,,,2021-07-19T00:00:00.000000Z,
UW,MOODY,47.20893,-124.01418,33.2,,,,2021-09-18T00:00:00.000000Z,
UW,MORSE,47.68901,-122.51448,35.9,,,,2022-02-05T00:00:00.000000Z,
UW,MOW,47.84618,-122.049271,180.0,Snohomish,17110011,Snohomish,1979-09-01T00:00:00.000000Z,1984-07-31T23:59:59.000000Z
UW,MOX,46.577004,-120.299609,504.2,,,,1984-10-01T00:00:00.000000Z,
UW,MPL,47.468609,-122.184578,118.0,Lake Washington,17110012,Lake Washington,1997-01-01T00:00:00.000000Z,
UW,MRBL,48.518299,-121.484497,75.0,Skagit,17110005,Upper Skagit,2008-11-10T00:00:00.000000Z,2018-02-02T00:00:00.000000Z
UW,MRN,47.59246,-122.23218,11.7,Lake Washington,17110012,Lake Washington,2018-05-23T00:00:00.000000Z,
UW,MS99,47.64197,-122.14264,115.0,Lake Washington,17110012,Lake Washington,2018-10-16T00:00:00.000000Z,
UW,MTM,46.02533,-122.21287,1121.0,,,,1980-03-27T00:00:00.000000Z,
UW,MUD,46.176689,-122.040962,488.0,,,,1980-03-25T00:00:00.000000Z,1980-05-19T00:00:00.000000Z
UW,MULN,48.53544,-122.06441,101.7,Skagit,17110007,Lower Skagit,2021-08-09T00:00:00.000000Z,
UW,MUP,46.839119,-121.126472,1456.0,,,,1995-09-30T00:00:00.000000Z,1996-07-16T23:59:59.000000Z
UW,MURR,47.11982,-122.561241,82.0,,,,2000-09-21T00:00:00.000000Z,2002-09-10T00:00:00.000000Z
UW,NAC,46.73301,-120.82485,728.0,,,,1973-01-01T00:00:00.000000Z,2025-10-22T00:00:00.000000Z
UW,NAC2,46.75277,-120.84171,985.0,,,,2025-10-22T00:00:00.000000Z,
UW,NAHC,46.495683,-124.032982,2.0,,,,2019-07-16T00:00:00.000000Z,
UW,NATEM,48.10587,-122.81852,64.0,,,,2021-03-07T00:00:00.000000Z,
UW,NBND,47.488038,-121.773839,141.4,Snoqualmie,17110010,Snoqualmie,2021-01-18T00:00:00.000000Z,
UW,NEERS,46.886322,-122.68839,131.8,,,,2021-05-17T00:00:00.000000Z,
UW,NEL,48.07802,-120.33951,1499.9,,,,1985-05-01T00:00:00.000000Z,
UW,NEMA,46.49741,-123.74997,509.4,,,,2021-04-07T00:00:00.000000Z,
UW,NFES,45.92596,-122.7244,12.2,,,,2022-01-13T00:00:00.000000Z,
UW,NIHS,47.7412,-122.22263,134.0,Lake Washington,17110012,Lake Washington,2002-06-04T00:00:00.000000Z,
UW,NINO,46.85704,-122.85159,87.4,,,,2020-05-05T00:00:00.000000Z,
UW,NLO,46.08924,-123.45173,826.0,,,,1973-01-01T00:00:00.000000Z,2015-10-06T00:00:00.000000Z
UW,NMDY,47.44537,-122.34536,34.1,,,,2020-06-17T00:00:00.000000Z,
UW,NMRF,47.43265,-122.98275,147.81,,,,2018-11-28T00:00:00.000000Z,
UW,NOB,47.63973,-122.35043,90.0,Lake Washington,17110012,Lake Washington,2018-09-27T00:00:00.000000Z,
UW,NOWS,47.6863,-122.25444,21.0,Lake Washington,17110012,Lake Washington,1998-02-12T00:00:00.000000Z,
UW,NSP,46.200939,-122.188148,2062.0,Cowlitz,17080005,Lower Cowlitz,1985-10-01T00:00:00.000000Z,1986-08-31T23:59:59.000000Z
UW,NTAT,47.6642,-120.22672,237.3,,,,2021-03-01T00:00:00.000000Z,
UW,NWD,46.209171,-122.200706,2195.0,Cowlitz,17080005,Lower Cowlitz,1980-12-01T00:00:00.000000Z,1981-05-31T23:59:59.000000Z
UW,NWPT,47.5541,-122.1737,111.89,Lake Washington,17110012,Lake Washington,2018-05-15T00:00:00.000000Z,
UW,OAKH,48.30797,-122.67371,61.0,,,,2020-08-06T00:00:00.000000Z,
UW,OBC,48.03511,-124.078819,938.0,,,,1980-05-29T00:00:00.000000Z,2019-06-16T00:00:00.000000Z
UW,OBH,47.326061,-123.867119,383.0,,,,1980-05-29T00:00:00.000000Z,2002-02-01T00:00:00.000000Z
UW,OCEN,46.952473,-124.159492,4.0,,,,2015-03-04T00:00:00.000000Z,
UW,OCP,48.29787,-124.62516,470.0,,,,1980-05-19T00:00:00.000000Z,
UW,OCRES,48.06057,-123.79219,178.6,,,,2023-09-19T00:00:00.000000Z,
UW,OCT,47.74897,-124.17514,743.0,,,,1980-07-01T00:00:00.000000Z,1984-06-21T23:59:59.000000Z
UW,OCW,47.608139,-124.269112,195.0,,,,1980-07-01T00:00:00.000000Z,1981-10-31T23:59:59.000000Z
UW,ODEER,47.94926,-123.26521,1593.0,,,,2025-06-26T00:00:00.000000Z,
UW,ODUC,47.97033,-123.87215,479.0,,,,2023-03-17T00:00:00.000000Z,
UW,OEM,48.129379,-124.305077,712.0,,,,1980-05-29T00:00:00.000000Z,1984-06-22T23:59:59.000000Z
UW,OFK,47.949799,-124.359131,134.0,,,,1980-05-29T00:00:00.000000Z,1995-10-24T00:00:00.000000Z
UW,OFR,47.933128,-124.396042,152.0,,,,1995-10-25T00:00:00.000000Z,2013-01-17T00:00:00.000000Z
UW,OHC,47.332619,-123.158793,11.0,,,,2001-07-01T00:00:00.000000Z,
UW,OHOH,47.85975,-123.93232,179.2,,,,2022-04-08T00:00:00.000000Z,
UW,OHW,48.323158,-122.533112,54.0,,,,1975-05-01T00:00:00.000000Z,2002-02-22T23:59:59.000000Z
UW,OIL,47.76966,-124.40859,365.3,,,,2025-03-05T00:00:00.000000Z,
UW,OLGA,48.60493,-122.80341,21.9,,,,2021-10-23T00:00:00.000000Z,
UW,OLQ,47.515949,-123.810043,121.0,,,,1980-06-30T00:00:00.000000Z,1989-06-22T23:59:59.000000Z
UW,OLQN,47.51325,-123.81252,86.0,,,,2019-06-05T00:00:00.000000Z,
UW,ON2,46.880581,-123.782333,257.0,,,,2000-06-01T00:00:00.000000Z,2015-09-29T00:00:00.000000Z
UW,ONR,46.8769,-123.77253,257.0,,,,1980-07-01T00:00:00.000000Z,2000-04-11T23:59:59.000000Z
UW,ONRC,47.932648,-124.39603,154.0,,,,2021-10-26T00:00:00.000000Z,2021-10-29T00:00:00.000000Z
UW,OOW,47.734138,-124.187469,561.0,,,,1984-07-14T00:00:00.000000Z,2015-06-05T00:00:00.000000Z
UW,OOW2,47.74919,-124.17544,741.0,,,,2015-03-03T00:00:00.000000Z,
UW,OPC,48.10009,-123.41291,90.0,,,,2001-05-01T00:00:00.000000Z,2009-05-09T00:00:00.000000Z
UW,OQNOB,47.41389,-124.10296,208.0,,,,2023-09-14T00:00:00.000000Z,
UW,ORCA,48.70819,-122.90921,6.5,,,,2019-12-03T00:00:00.000000Z,
UW,OSD,47.81642,-123.70568,2028.0,,,,1984-10-04T00:00:00.000000Z,
UW,OSH,47.235531,-124.167229,110.0,,,,1980-07-01T00:00:00.000000Z,1981-10-21T23:59:59.000000Z
UW,OSP,48.284641,-124.591148,585.0,,,,1983-10-02T00:00:00.000000Z,1996-08-28T23:59:59.000000Z
UW,OSQM,48.04322,-123.13139,234.9,,,,2021-03-05T00:00:00.000000Z,
UW,OSR,47.505451,-123.962959,815.0,,,,1989-09-13T00:00:00.000000Z,2012-02-11T00:00:00.000000Z
UW,OSR,47.50534,-123.96593,825.4,,,,2022-06-29T00:00:00.000000Z,
UW,OTR,48.08632,-124.34518,541.6,,,,1984-06-01T00:00:00.000000Z,
UW,OWLS,47.19813,-123.4316,111.7,,,,2021-09-20T00:00:00.000000Z,
UW,OZET,48.15762,-124.66909,32.1,,,,2022-04-06T00:00:00.000000Z,
UW,OZL,48.168121,-124.586342,195.0,,,,1980-05-29T00:00:00.000000Z,1981-09-10T23:59:59.000000Z
UW,PABH,47.212779,-124.204503,36.0,,,,2016-03-03T00:00:00.000000Z,
UW,PAK,46.84132,-122.304268,436.0,Nisqually,17110015,Nisqually,1992-08-16T00:00:00.000000Z,1995-08-02T23:59:59.000000Z
UW,PALIS,47.07373,-124.16529,12.6,,,,2021-07-17T00:00:00.000000Z,
UW,PAN4H,47.17587,-123.26958,131.7,,,,2021-05-15T00:00:00.000000Z,
UW,PASS,48.998299,-122.085197,175.4,Nooksack,17110004,Nooksack,2009-01-08T00:00:00.000000Z,
UW,PAYL,47.19284,-122.31303,12.0,Puyallup,17110014,Puyallup,2001-07-01T00:00:00.000000Z,
UW,PCEP,47.1114,-122.29122,158.0,,,,2000-08-02T00:00:00.000000Z,2025-02-20T00:00:00.000000Z
UW,PCFR,46.99057,-122.44277,134.3,Nisqually,17110015,Nisqually,2000-08-01T00:00:00.000000Z,
UW,PCMD,46.888962,-122.301483,239.0,Nisqually,17110015,Nisqually,2000-09-28T00:00:00.000000Z,2013-08-22T00:00:00.000000Z
UW,PCOL,48.099808,-123.413989,123.4,,,,2022-02-08T00:00:00.000000Z,
UW,PEAT,47.40704,-122.09537,165.5,Duwamish,17110013,Duwamish,2022-02-09T00:00:00.000000Z,
UW,PELL,46.574322,-123.29957,121.3,,,,2020-04-30T00:00:00.000000Z,
UW,PGW,47.821709,-122.600616,122.0,,,,1985-04-01T00:00:00.000000Z,2005-12-02T23:59:59.000000Z
UW,PHO,45.618671,-122.831818,299.0,,,,1982-04-22T00:00:00.000000Z,1986-10-28T23:59:59.000000Z
UW,PIE,47.6327,-122.3803,2.2,,,,2018-04-27T00:00:00.000000Z,
UW,PIER,47.5835,-122.3402,5.0,,,,2008-04-17T00:00:00.000000Z,
UW,PLBD,48.547519,-121.744412,223.0,Skagit,17110005,Upper Skagit,2019-07-01T00:00:00.000000Z,
UW,PLN,47.784512,-120.634209,700.0,,,,1977-07-10T00:00:00.000000Z,1986-09-10T23:59:59.000000Z
UW,PNLK,47.58162,-122.03483,128.0,Lake Washington,17110012,Lake Washington,2000-07-18T00:00:00.000000Z,
UW,PNLK2,47.57972,-122.03175,129.9,Lake Washington,17110012,Lake Washington,2022-04-12T00:00:00.000000Z,
UW,PRIN,48.21172,-122.63085,63.2,,,,2020-09-25T00:00:00.000000Z,
UW,PSNS,47.562729,-122.637634,26.0,,,,2004-01-07T00:00:00.000000Z,2017-08-20T00:00:00.000000Z
UW,PSNS2,47.562291,-122.647636,21.0,,,,2022-12-08T00:00:00.000000Z,
UW,PUBD,48.652599,-121.688091,325.4,Skagit,17110005,Upper Skagit,2019-07-01T00:00:00.000000Z,
UW,PUPY,46.49542,-122.14613,816.3,Cowlitz,17080005,Lower Cowlitz,2019-10-30T00:00:00.000000Z,
UW,PURDY,47.38384,-122.61992,43.9,,,,2020-09-04T00:00:00.000000Z,
UW,QADA,47.672798,-122.389633,31.0,Lake Washington,17110012,Lake Washington,2010-02-02T00:00:00.000000Z,
UW,QAMI,45.52561,-122.97613,57.6,,,,2012-03-05T00:00:00.000000Z,
UW,QARB,47.6403,-122.2938,17.3,Lake Washington,17110012,Lake Washington,2009-11-13T00:00:00.000000Z,
UW,QAW,47.63157,-122.35554,140.0,,,,1997-09-01T00:00:00.000000Z,2013-11-06T23:59:59.000000Z
UW,QBAY,47.65059,-122.37737,16.0,Lake Washington,17110012,Lake Washington,2010-02-11T00:00:00.000000Z,2014-06-11T00:00:00.000000Z
UW,QBGD,47.29793,-122.37667,116.0,,,,2010-05-07T00:00:00.000000Z,2016-04-28T00:00:00.000000Z
UW,QBIT,47.72215,-122.34992,137.3,Lake Washington,17110012,Lake Washington,2010-03-30T00:00:00.000000Z,
UW,QBOG,47.69325,-122.35712,77.9,,,,2010-02-03T00:00:00.000000Z,
UW,QBOV,47.62231,-122.1976,57.4,Lake Washington,17110012,Lake Washington,2010-02-18T00:00:00.000000Z,
UW,QBRO,48.07397,-122.12118,96.2,Snohomish,17110011,Snohomish,2013-01-19T00:00:00.000000Z,
UW,QBSH,47.52796,-122.03202,35.3,Lake Washington,17110012,Lake Washington,2010-03-02T00:00:00.000000Z,2022-12-07T23:00:00.000000Z
UW,QBUS,48.23098,-122.20043,50.1,Stillaguamish,17110008,Stillaguamish,2011-10-26T00:00:00.000000Z,
UW,QCDG,48.10002,-122.58696,52.2,,,,2011-11-16T00:00:00.000000Z,
UW,QCEN,46.71635,-122.9619,55.4,,,,2012-06-14T00:00:00.000000Z,
UW,QCMM,47.28638,-122.50765,90.2,,,,2011-05-20T00:00:00.000000Z,
UW,QCOM,47.61823,-122.33357,0.0,Lake Washington,17110012,Lake Washington,2010-02-03T00:00:00.000000Z,2019-03-29T00:00:00.000000Z
UW,QCON,48.34024,-122.34459,2.4,Skagit,17110007,Lower Skagit,2012-05-21T00:00:00.000000Z,
UW,QCOR,47.65514,-122.33183,47.6,Lake Washington,17110012,Lake Washington,2010-02-03T00:00:00.000000Z,
UW,QDHS,47.58414,-122.39656,78.2,,,,2014-11-03T00:00:00.000000Z,
UW,QDJW,45.5227,-122.58915,80.8,,,,2011-12-15T00:00:00.000000Z,
UW,QDLP,47.50655,-122.14735,138.2,Lake Washington,17110012,Lake Washington,2011-11-14T00:00:00.000000Z,
UW,QDNP,47.16575,-122.27041,141.2,Puyallup,17110014,Puyallup,2016-11-29T00:00:00.000000Z,
UW,QEGA,47.98284,-122.21261,25.3,,,,2010-04-30T00:00:00.000000Z,
UW,QEMI,47.63748,-122.30854,36.5,Lake Washington,17110012,Lake Washington,2011-11-18T00:00:00.000000Z,
UW,QEMS,46.98611,-122.81042,61.1,,,,2012-06-18T00:00:00.000000Z,2017-09-14T00:00:00.000000Z
UW,QESB,47.627502,-122.110126,118.1,Lake Washington,17110012,Lake Washington,2011-04-01T00:00:00.000000Z,
UW,QFAL,47.56557,-121.90047,0.0,Snoqualmie,17110010,Snoqualmie,2010-03-02T00:00:00.000000Z,
